Architecture,Frequency,Novel_Families,Genome,Cluster_ID,Gene_Context
"(271, 2418)",2,[2418],2020_QHH6-W1_bin.140.purify_k141_631975,2020_QHH6-W1_bin.140.purify_k141_631975_3494-9395,2020_QHH6-W1_bin.140.purify_k141_631975_4(Fam_2418 [★Target]) --> 2020_QHH6-W1_bin.140.purify_k141_631975_6(Fam_271 [★Target])
"(10235, 12064)",2,[12064],2020_CE-D-W-1_bin.70.purify_k141_346515,2020_CE-D-W-1_bin.70.purify_k141_346515_253-1246,2020_CE-D-W-1_bin.70.purify_k141_346515_1(Fam_10235 [★Target]) --> 2020_CE-D-W-1_bin.70.purify_k141_346515_2(Fam_12064 [★Target])
"(10235, 12064)",2,[12064],2021-QHH-W8_bin.61.purify_k141_874723,2021-QHH-W8_bin.61.purify_k141_874723_938-1931,2021-QHH-W8_bin.61.purify_k141_874723_3(Fam_10235 [★Target]) --> 2021-QHH-W8_bin.61.purify_k141_874723_4(Fam_12064 [★Target])
"(6927, 10862)",2,[6927],2020_CC-20W-1-5m-1_bin.135.purify_k141_411624,2020_CC-20W-1-5m-1_bin.135.purify_k141_411624_2747-4127,2020_CC-20W-1-5m-1_bin.135.purify_k141_411624_5(Fam_6927 [★Target]) --> 2020_CC-20W-1-5m-1_bin.135.purify_k141_411624_6(Fam_10862 [★Target])
"(6927, 10862)",2,[6927],2020_KMC-20W-1-0m-1_bin.42.purify_k141_631612,2020_KMC-20W-1-0m-1_bin.42.purify_k141_631612_684-2064,2020_KMC-20W-1-0m-1_bin.42.purify_k141_631612_2(Fam_10862 [★Target]) --> 2020_KMC-20W-1-0m-1_bin.42.purify_k141_631612_3(Fam_6927 [★Target])
"(2799, 6967)",2,[6967],2020_BMC-W-1-0m-1_bin.137.purify_k141_777545,2020_BMC-W-1-0m-1_bin.137.purify_k141_777545_9657-11640,2020_BMC-W-1-0m-1_bin.137.purify_k141_777545_13(Fam_6967 [★Target]) --> 2020_BMC-W-1-0m-1_bin.137.purify_k141_777545_14(Fam_2799 [★Target])
"(2799, 6967)",2,[6967],2020_BMC-W-1-8m-1_bin.26.purify_k141_86593,2020_BMC-W-1-8m-1_bin.26.purify_k141_86593_9440-11423,2020_BMC-W-1-8m-1_bin.26.purify_k141_86593_13(Fam_6967 [★Target]) --> 2020_BMC-W-1-8m-1_bin.26.purify_k141_86593_14(Fam_2799 [★Target])
"(13232, 13548)",2,[13548],2019_TBMTW-12_bin.40.purify_k141_195936,2019_TBMTW-12_bin.40.purify_k141_195936_7770-8299,2019_TBMTW-12_bin.40.purify_k141_195936_7(Fam_13232 [★Target]) --> 2019_TBMTW-12_bin.40.purify_k141_195936_8(Fam_13548 [★Target])
"(13232, 13548)",2,[13548],2019_TBMTW-9_bin.35.purify_k141_196537,2019_TBMTW-9_bin.35.purify_k141_196537_20727-21256,2019_TBMTW-9_bin.35.purify_k141_196537_18(Fam_13232 [★Target]) --> 2019_TBMTW-9_bin.35.purify_k141_196537_19(Fam_13548 [★Target])
"(11567, 12528)",2,[11567],2020_CE-20W-1-2.5m-1_bin.228.purify_k141_59872,2020_CE-20W-1-2.5m-1_bin.228.purify_k141_59872_1132-1939,2020_CE-20W-1-2.5m-1_bin.228.purify_k141_59872_4(Fam_12528 [★Target]) --> 2020_CE-20W-1-2.5m-1_bin.228.purify_k141_59872_5(Fam_11567 [★Target])
"(11567, 12528)",2,[11567],2021-SLCB-W3_bin.16.purify_k127_181329,2021-SLCB-W3_bin.16.purify_k127_181329_1218-2046,2021-SLCB-W3_bin.16.purify_k127_181329_4(Fam_12528 [★Target]) --> 2021-SLCB-W3_bin.16.purify_k127_181329_5(Fam_11567 [★Target])
"(9630, 10331)",2,[10331],2020_BGBMC-20W-1-0m-1_bin.2.purify_k141_424622,2020_BGBMC-20W-1-0m-1_bin.2.purify_k141_424622_629-2336,2020_BGBMC-20W-1-0m-1_bin.2.purify_k141_424622_1(Fam_10331 [★Target]) --> 2020_BGBMC-20W-1-0m-1_bin.2.purify_k141_424622_3(Fam_9630 [★Target])
"(9630, 10331)",2,[10331],2021-CE-W2_bin.141.purify_k127_813413,2021-CE-W2_bin.141.purify_k127_813413_529-2236,2021-CE-W2_bin.141.purify_k127_813413_1(Fam_10331 [★Target]) --> 2021-CE-W2_bin.141.purify_k127_813413_3(Fam_9630 [★Target])
"(689, 2565)",2,[2565],2020_CC-20W-1-20m-1_bin.113.purify_k141_4399001,2020_CC-20W-1-20m-1_bin.113.purify_k141_4399001_814-4972,2020_CC-20W-1-20m-1_bin.113.purify_k141_4399001_2(Fam_689 [★Target]) --> 2020_CC-20W-1-20m-1_bin.113.purify_k141_4399001_3(Fam_2565 [★Target])
"(689, 2565)",2,[2565],2021-CE-W4_bin.2.purify_k127_718655,2021-CE-W4_bin.2.purify_k127_718655_3-2544,2021-CE-W4_bin.2.purify_k127_718655_1(Fam_689 [★Target]) --> 2021-CE-W4_bin.2.purify_k127_718655_2(Fam_2565 [★Target])
"(2783, 4848)",2,[2783],2020_CE-D-W-1_bin.136.purify_k141_1036721,2020_CE-D-W-1_bin.136.purify_k141_1036721_36321-38839,2020_CE-D-W-1_bin.136.purify_k141_1036721_29(Fam_4848 [★Target]) --> 2020_CE-D-W-1_bin.136.purify_k141_1036721_30(Fam_2783 [★Target])
"(2783, 4848)",2,[2783],2020_CE-N-W-1_bin.98.purify_k141_92469,2020_CE-N-W-1_bin.98.purify_k141_92469_36283-38801,2020_CE-N-W-1_bin.98.purify_k141_92469_29(Fam_4848 [★Target]) --> 2020_CE-N-W-1_bin.98.purify_k141_92469_30(Fam_2783 [★Target])
"(1234, 5914)",2,[5914],2020_CE-D-W-1_bin.133.purify_k141_754916,2020_CE-D-W-1_bin.133.purify_k141_754916_1110-4154,2020_CE-D-W-1_bin.133.purify_k141_754916_2(Fam_1234 [★Target]) --> 2020_CE-D-W-1_bin.133.purify_k141_754916_3(Fam_5914 [★Target])
"(1234, 5914)",2,[5914],2020_CE-X-W-1_bin.73.purify_k141_508385,2020_CE-X-W-1_bin.73.purify_k141_508385_122-3145,2020_CE-X-W-1_bin.73.purify_k141_508385_1(Fam_5914 [★Target]) --> 2020_CE-X-W-1_bin.73.purify_k141_508385_2(Fam_1234 [★Target])
"(2970, 10827)",2,[10827],2020_CE-D-W-1_bin.129.purify_k141_863816,2020_CE-D-W-1_bin.129.purify_k141_863816_1129-3599,2020_CE-D-W-1_bin.129.purify_k141_863816_3(Fam_10827 [★Target]) --> 2020_CE-D-W-1_bin.129.purify_k141_863816_6(Fam_2970 [★Target])
"(2970, 10827)",2,[10827],2020_CE-N-W-1_bin.112.purify_k141_545013,2020_CE-N-W-1_bin.112.purify_k141_545013_498-2968,2020_CE-N-W-1_bin.112.purify_k141_545013_3(Fam_10827 [★Target]) --> 2020_CE-N-W-1_bin.112.purify_k141_545013_6(Fam_2970 [★Target])
"(12209, 13613)",2,[13613],2020_CE-20W-3-1_bin.184.purify_k141_625798,2020_CE-20W-3-1_bin.184.purify_k141_625798_387-976,2020_CE-20W-3-1_bin.184.purify_k141_625798_2(Fam_12209 [★Target]) --> 2020_CE-20W-3-1_bin.184.purify_k141_625798_3(Fam_13613 [★Target])
"(12209, 13613)",2,[13613],2020_QHH4-W1_bin.85.purify_k141_273814,2020_QHH4-W1_bin.85.purify_k141_273814_190367-190953,2020_QHH4-W1_bin.85.purify_k141_273814_179(Fam_13613 [★Target]) --> 2020_QHH4-W1_bin.85.purify_k141_273814_180(Fam_12209 [★Target])
"(12209, 13613)",2,[13613],2021-LU-W10_bin.9.purify_k127_1649640,2021-LU-W10_bin.9.purify_k127_1649640_2-3713,2021-LU-W10_bin.9.purify_k127_1649640_1(Fam_476) --> 2021-LU-W10_bin.9.purify_k127_1649640_2(Fam_13613 [★Target]) --> 2021-LU-W10_bin.9.purify_k127_1649640_3(Fam_12209 [★Target])
"(1251, 11480)",2,[11480],2020_CE-D-W-1_bin.112.purify_k141_188682,2020_CE-D-W-1_bin.112.purify_k141_188682_2607-5184,2020_CE-D-W-1_bin.112.purify_k141_188682_2(Fam_1251 [★Target]) --> 2020_CE-D-W-1_bin.112.purify_k141_188682_3(Fam_11480 [★Target])
"(1251, 11480)",2,[11480],2020_CE-D-W-2_bin.131.purify_k141_460315,2020_CE-D-W-2_bin.131.purify_k141_460315_875-3452,2020_CE-D-W-2_bin.131.purify_k141_460315_2(Fam_1251 [★Target]) --> 2020_CE-D-W-2_bin.131.purify_k141_460315_3(Fam_11480 [★Target])
"(1060, 4183)",2,[4183],2019_TBMTW-1_bin.48.purify_k141_245548,2019_TBMTW-1_bin.48.purify_k141_245548_122-3589,2019_TBMTW-1_bin.48.purify_k141_245548_2(Fam_4183 [★Target]) --> 2019_TBMTW-1_bin.48.purify_k141_245548_3(Fam_1060 [★Target])
"(1060, 4183)",2,[4183],2020_CRC-20W-1-10m-1_bin.250.purify_k141_1100937,2020_CRC-20W-1-10m-1_bin.250.purify_k141_1100937_116-2412,2020_CRC-20W-1-10m-1_bin.250.purify_k141_1100937_2(Fam_4183 [★Target]) --> 2020_CRC-20W-1-10m-1_bin.250.purify_k141_1100937_3(Fam_1060 [★Target])
"(1294, 1441)",2,[1294],2020_CE-B-W-1_bin.67.purify_k141_36894,2020_CE-B-W-1_bin.67.purify_k141_36894_249-4249,2020_CE-B-W-1_bin.67.purify_k141_36894_2(Fam_1294 [★Target]) --> 2020_CE-B-W-1_bin.67.purify_k141_36894_3(Fam_1441 [★Target])
"(1294, 1441)",2,[1294],CE-B-W-2_bin.117.purify_k141_603707,CE-B-W-2_bin.117.purify_k141_603707_721-4721,CE-B-W-2_bin.117.purify_k141_603707_2(Fam_1294 [★Target]) --> CE-B-W-2_bin.117.purify_k141_603707_3(Fam_1441 [★Target])
"(5973, 7988)",2,[7988],2020_BMC-W-1-8m-1_bin.10.purify_k141_788292,2020_BMC-W-1-8m-1_bin.10.purify_k141_788292_12501-14214,2020_BMC-W-1-8m-1_bin.10.purify_k141_788292_12(Fam_5973 [★Target]) --> 2020_BMC-W-1-8m-1_bin.10.purify_k141_788292_13(Fam_7988 [★Target])
"(5973, 7988)",2,[7988],2021-LU-W10_bin.74.purify_k127_2818032,2021-LU-W10_bin.74.purify_k127_2818032_7609-9328,2021-LU-W10_bin.74.purify_k127_2818032_10(Fam_5973 [★Target]) --> 2021-LU-W10_bin.74.purify_k127_2818032_11(Fam_7988 [★Target])
"(3757, 10765)",2,[10765],2020_BGBMC-20W-1-0m-1_bin.33.purify_k141_9907,2020_BGBMC-20W-1-0m-1_bin.33.purify_k141_9907_2398-4188,2020_BGBMC-20W-1-0m-1_bin.33.purify_k141_9907_5(Fam_10765 [★Target]) --> 2020_BGBMC-20W-1-0m-1_bin.33.purify_k141_9907_6(Fam_3757 [★Target])
"(3757, 10765)",2,[10765],2020_SD-W-2_bin.14.purify_k141_1287051,2020_SD-W-2_bin.14.purify_k141_1287051_3-1755,2020_SD-W-2_bin.14.purify_k141_1287051_1(Fam_10765 [★Target]) --> 2020_SD-W-2_bin.14.purify_k141_1287051_2(Fam_3757 [★Target])
"(335, 3732)",2,[335],2020_CBL-w4_bin.27.purify_k141_1929277,2020_CBL-w4_bin.27.purify_k141_1929277_4955-9426,2020_CBL-w4_bin.27.purify_k141_1929277_4(Fam_335 [★Target]) --> 2020_CBL-w4_bin.27.purify_k141_1929277_5(Fam_3732 [★Target])
"(335, 3732)",2,[335],2021-DTH-W4_bin.146.purify_k127_3931188,2021-DTH-W4_bin.146.purify_k127_3931188_11232-15790,2021-DTH-W4_bin.146.purify_k127_3931188_12(Fam_335 [★Target]) --> 2021-DTH-W4_bin.146.purify_k127_3931188_13(Fam_3732 [★Target])
"(4228, 9521)",2,[4228],2020_BGBMC-20W-3-1_bin.111.purify_k141_318414,2020_BGBMC-20W-3-1_bin.111.purify_k141_318414_21706-23522,2020_BGBMC-20W-3-1_bin.111.purify_k141_318414_21(Fam_9521 [★Target]) --> 2020_BGBMC-20W-3-1_bin.111.purify_k141_318414_22(Fam_4228 [★Target])
"(4228, 9521)",2,[4228],2021-CNXB-W2_bin.39.purify_k127_1715601,2021-CNXB-W2_bin.39.purify_k127_1715601_1544-3184,2021-CNXB-W2_bin.39.purify_k127_1715601_4(Fam_9521 [★Target]) --> 2021-CNXB-W2_bin.39.purify_k127_1715601_5(Fam_4228 [★Target])
"(13101, 13877)",2,[13877],2020_CC-20W-1-0m-1_bin.110.purify_k141_554901,2020_CC-20W-1-0m-1_bin.110.purify_k141_554901_2-481,2020_CC-20W-1-0m-1_bin.110.purify_k141_554901_1(Fam_13101 [★Target]) --> 2020_CC-20W-1-0m-1_bin.110.purify_k141_554901_2(Fam_13877 [★Target])
"(13101, 13877)",2,[13877],2020_CC-20W-1-5m-1_bin.37.purify_k141_962714,2020_CC-20W-1-5m-1_bin.37.purify_k141_962714_378-956,2020_CC-20W-1-5m-1_bin.37.purify_k141_962714_3(Fam_13877 [★Target]) --> 2020_CC-20W-1-5m-1_bin.37.purify_k141_962714_4(Fam_13101 [★Target])
"(7105, 12970)",2,[12970],2020_CBL-w4_bin.106.purify_k141_1670804,2020_CBL-w4_bin.106.purify_k141_1670804_2633-3838,2020_CBL-w4_bin.106.purify_k141_1670804_3(Fam_12970 [★Target]) --> 2020_CBL-w4_bin.106.purify_k141_1670804_4(Fam_7105 [★Target])
"(7105, 12970)",2,[12970],2020_CBL-w4_bin.3.purify_k141_464783,2020_CBL-w4_bin.3.purify_k141_464783_19525-20754,2020_CBL-w4_bin.3.purify_k141_464783_17(Fam_7105 [★Target]) --> 2020_CBL-w4_bin.3.purify_k141_464783_18(Fam_12970 [★Target])
"(4005, 8729)",2,"[4005, 8729]",2020_CBL-w2_bin.142.purify_k141_925962,2020_CBL-w2_bin.142.purify_k141_925962_5523-6717,2020_CBL-w2_bin.142.purify_k141_925962_7(Fam_8729 [★Target]) --> 2020_CBL-w2_bin.142.purify_k141_925962_8(Fam_4005 [★Target])
"(4005, 8729)",2,"[4005, 8729]",2020_CBL-w4_bin.120.purify_k141_883138,2020_CBL-w4_bin.120.purify_k141_883138_17244-19131,2020_CBL-w4_bin.120.purify_k141_883138_20(Fam_8729 [★Target]) --> 2020_CBL-w4_bin.120.purify_k141_883138_21(Fam_4005 [★Target])
"(11450, 13511)",2,[11450],2019_TBLSH-01_bin.30.purify_k141_52826,2019_TBLSH-01_bin.30.purify_k141_52826_1637-2692,2019_TBLSH-01_bin.30.purify_k141_52826_3(Fam_11450 [★Target]) --> 2019_TBLSH-01_bin.30.purify_k141_52826_4(Fam_13511 [★Target])
"(11450, 13511)",2,[11450],2021-DTH-W4_bin.103.purify_k127_3480593,2021-DTH-W4_bin.103.purify_k127_3480593_1703-2758,2021-DTH-W4_bin.103.purify_k127_3480593_3(Fam_13511 [★Target]) --> 2021-DTH-W4_bin.103.purify_k127_3480593_4(Fam_11450 [★Target])
"(5605, 11654)",2,[5605],2020_CE-D-W-1_bin.103.purify_k141_957172,2020_CE-D-W-1_bin.103.purify_k141_957172_1-1597,2020_CE-D-W-1_bin.103.purify_k141_957172_1(Fam_11654 [★Target]) --> 2020_CE-D-W-1_bin.103.purify_k141_957172_2(Fam_5605 [★Target])
"(5605, 11654)",2,[5605],2021-CE-W2_bin.79.purify_k127_1345482,2021-CE-W2_bin.79.purify_k127_1345482_1-1390,2021-CE-W2_bin.79.purify_k127_1345482_1(Fam_11654 [★Target]) --> 2021-CE-W2_bin.79.purify_k127_1345482_2(Fam_5605 [★Target])
"(134, 4986)",2,[4986],2020_CC-20W-1-20m-1_bin.118.purify_k141_760137,2020_CC-20W-1-20m-1_bin.118.purify_k141_760137_12125-13515,2020_CC-20W-1-20m-1_bin.118.purify_k141_760137_13(Fam_4986 [★Target]) --> 2020_CC-20W-1-20m-1_bin.118.purify_k141_760137_14(Fam_134 [★Target])
"(134, 4986)",2,[4986],2020_KMC-20W-1-23m-1_bin.142.purify_k141_4310413,2020_KMC-20W-1-23m-1_bin.142.purify_k141_4310413_16556-17946,2020_KMC-20W-1-23m-1_bin.142.purify_k141_4310413_17(Fam_4986 [★Target]) --> 2020_KMC-20W-1-23m-1_bin.142.purify_k141_4310413_18(Fam_134 [★Target])
"(8196, 9507)",2,[9507],2020_BGBMC-20W-1-17m-1_bin.51.purify_k141_604694,2020_BGBMC-20W-1-17m-1_bin.51.purify_k141_604694_981-2294,2020_BGBMC-20W-1-17m-1_bin.51.purify_k141_604694_4(Fam_8196 [★Target]) --> 2020_BGBMC-20W-1-17m-1_bin.51.purify_k141_604694_5(Fam_9507 [★Target])
"(8196, 9507)",2,[9507],2020_BGBMC-20W-1-5m-1_bin.4.purify_k141_10401,2020_BGBMC-20W-1-5m-1_bin.4.purify_k141_10401_16486-17799,2020_BGBMC-20W-1-5m-1_bin.4.purify_k141_10401_21(Fam_8196 [★Target]) --> 2020_BGBMC-20W-1-5m-1_bin.4.purify_k141_10401_22(Fam_9507 [★Target])
"(1066, 1702, 5281)",2,[1702],2020_CE-20W-1-2.5m-1_bin.204.purify_k141_1044262,2020_CE-20W-1-2.5m-1_bin.204.purify_k141_1044262_30424-35520,2020_CE-20W-1-2.5m-1_bin.204.purify_k141_1044262_33(Fam_1702 [★Target]) --> 2020_CE-20W-1-2.5m-1_bin.204.purify_k141_1044262_34(Fam_5281 [★Target]) --> 2020_CE-20W-1-2.5m-1_bin.204.purify_k141_1044262_35(Fam_1066 [★Target])
"(1066, 1702, 5281)",2,[1702],2021-YBJ-W3_bin.135.purify_k127_191634,2021-YBJ-W3_bin.135.purify_k127_191634_1-4662,2021-YBJ-W3_bin.135.purify_k127_191634_1(Fam_1702 [★Target]) --> 2021-YBJ-W3_bin.135.purify_k127_191634_2(Fam_5281 [★Target]) --> 2021-YBJ-W3_bin.135.purify_k127_191634_3(Fam_1066 [★Target])
"(5709, 8200)",2,[5709],2020_CE-20W-1-2.5m-1_bin.26.purify_k141_294122,2020_CE-20W-1-2.5m-1_bin.26.purify_k141_294122_12003-13754,2020_CE-20W-1-2.5m-1_bin.26.purify_k141_294122_17(Fam_5709 [★Target]) --> 2020_CE-20W-1-2.5m-1_bin.26.purify_k141_294122_18(Fam_8200 [★Target])
"(5709, 8200)",2,[5709],2020_CE-20W-3-1_bin.192.purify_k141_456609,2020_CE-20W-3-1_bin.192.purify_k141_456609_12004-13755,2020_CE-20W-3-1_bin.192.purify_k141_456609_16(Fam_5709 [★Target]) --> 2020_CE-20W-3-1_bin.192.purify_k141_456609_17(Fam_8200 [★Target])
"(11339, 12909)",2,[11339],2020_CC-20W-1-20m-1_bin.85.purify_k141_4982465,2020_CC-20W-1-20m-1_bin.85.purify_k141_4982465_448-1208,2020_CC-20W-1-20m-1_bin.85.purify_k141_4982465_2(Fam_11339 [★Target]) --> 2020_CC-20W-1-20m-1_bin.85.purify_k141_4982465_3(Fam_12909 [★Target])
"(11339, 12909)",2,[11339],H4-1_bin.42.purify_k141_44090_length_21780_cov_19.4948,H4-1_bin.42.purify_k141_44090_length_21780_cov_19.4948_6256-7038,H4-1_bin.42.purify_k141_44090_length_21780_cov_19.4948_5(Fam_12909 [★Target]) --> H4-1_bin.42.purify_k141_44090_length_21780_cov_19.4948_6(Fam_11339 [★Target])
"(4082, 8870)",2,[4082],2019_TBMTW-9_bin.62.purify_k141_326829,2019_TBMTW-9_bin.62.purify_k141_326829_241-2117,2019_TBMTW-9_bin.62.purify_k141_326829_2(Fam_8870 [★Target]) --> 2019_TBMTW-9_bin.62.purify_k141_326829_3(Fam_4082 [★Target])
"(4082, 8870)",2,[4082],2021-ZJZB-W4_bin.108.purify_k127_2037342,2021-ZJZB-W4_bin.108.purify_k127_2037342_29019-30892,2021-ZJZB-W4_bin.108.purify_k127_2037342_23(Fam_4082 [★Target]) --> 2021-ZJZB-W4_bin.108.purify_k127_2037342_24(Fam_8870 [★Target])
"(1766, 5480)",2,[5480],2020_CE-B-W-1_bin.75.purify_k141_1130384,2020_CE-B-W-1_bin.75.purify_k141_1130384_692-4058,2020_CE-B-W-1_bin.75.purify_k141_1130384_3(Fam_5480 [★Target]) --> 2020_CE-B-W-1_bin.75.purify_k141_1130384_4(Fam_1766 [★Target])
"(1766, 5480)",2,[5480],2021-CE-W2_bin.35.purify_k127_206184,2021-CE-W2_bin.35.purify_k127_206184_640-4003,2021-CE-W2_bin.35.purify_k127_206184_3(Fam_5480 [★Target]) --> 2021-CE-W2_bin.35.purify_k127_206184_4(Fam_1766 [★Target])
"(12582, 13589)",2,[12582],2019_TBMTW-1_bin.1.purify_k141_755698,2019_TBMTW-1_bin.1.purify_k141_755698_5264-5766,2019_TBMTW-1_bin.1.purify_k141_755698_8(Fam_12582 [★Target]) --> 2019_TBMTW-1_bin.1.purify_k141_755698_9(Fam_13589 [★Target])
"(12582, 13589)",2,[12582],2020_CN-N-W-1_bin.150.purify_k141_1025106,2020_CN-N-W-1_bin.150.purify_k141_1025106_11515-12140,2020_CN-N-W-1_bin.150.purify_k141_1025106_7(Fam_12582 [★Target]) --> 2020_CN-N-W-1_bin.150.purify_k141_1025106_8(Fam_13589 [★Target])
"(7126, 10036)",2,[7126],2020_BGBMC-20W-1-5m-1_bin.19.purify_k141_67107,2020_BGBMC-20W-1-5m-1_bin.19.purify_k141_67107_7621-8913,2020_BGBMC-20W-1-5m-1_bin.19.purify_k141_67107_5(Fam_10036 [★Target]) --> 2020_BGBMC-20W-1-5m-1_bin.19.purify_k141_67107_6(Fam_7126 [★Target])
"(7126, 10036)",2,[7126],2020_PC-20W-1-10m-1_bin.68.purify_k141_210542,2020_PC-20W-1-10m-1_bin.68.purify_k141_210542_23826-24848,2020_PC-20W-1-10m-1_bin.68.purify_k141_210542_16(Fam_10036 [★Target]) --> 2020_PC-20W-1-10m-1_bin.68.purify_k141_210542_17(Fam_7126 [★Target])
"(534, 12188)",2,[534],2020_BHH-W1_bin.69.purify_k141_2038625,2020_BHH-W1_bin.69.purify_k141_2038625_350-3761,2020_BHH-W1_bin.69.purify_k141_2038625_3(Fam_12188 [★Target]) --> 2020_BHH-W1_bin.69.purify_k141_2038625_4(Fam_534 [★Target])
"(534, 12188)",2,[534],H2-1_bin.63.purify_k141_19752_length_4686_cov_13.0000,H2-1_bin.63.purify_k141_19752_length_4686_cov_13.0000_463-3874,H2-1_bin.63.purify_k141_19752_length_4686_cov_13.0000_3(Fam_12188 [★Target]) --> H2-1_bin.63.purify_k141_19752_length_4686_cov_13.0000_4(Fam_534 [★Target])
"(2356, 5068)",2,[2356],2020_CE-20W-1-2.5m-1_bin.22.purify_k141_1326593,2020_CE-20W-1-2.5m-1_bin.22.purify_k141_1326593_3537-6167,2020_CE-20W-1-2.5m-1_bin.22.purify_k141_1326593_5(Fam_2356 [★Target]) --> 2020_CE-20W-1-2.5m-1_bin.22.purify_k141_1326593_6(Fam_5068 [★Target])
"(2356, 5068)",2,[2356],2020_CE-20W-2-1_bin.55.purify_k141_56158,2020_CE-20W-2-1_bin.55.purify_k141_56158_10724-13240,2020_CE-20W-2-1_bin.55.purify_k141_56158_10(Fam_2356 [★Target]) --> 2020_CE-20W-2-1_bin.55.purify_k141_56158_11(Fam_5068 [★Target])
"(569, 2946)",2,[569],2020_BGBMC-20W-1-17m-1_bin.29.purify_k141_53728,2020_BGBMC-20W-1-17m-1_bin.29.purify_k141_53728_92677-97304,2020_BGBMC-20W-1-17m-1_bin.29.purify_k141_53728_63(Fam_2946 [★Target]) --> 2020_BGBMC-20W-1-17m-1_bin.29.purify_k141_53728_64(Fam_569 [★Target])
"(569, 2946)",2,[569],2021-CE-W4_bin.40.purify_k127_456637,2021-CE-W4_bin.40.purify_k127_456637_7141-11768,2021-CE-W4_bin.40.purify_k127_456637_5(Fam_2946 [★Target]) --> 2021-CE-W4_bin.40.purify_k127_456637_6(Fam_569 [★Target])
"(639, 11905)",2,[639],2020_BGBMC-20W-1-5m-1_bin.15.purify_k141_145638,2020_BGBMC-20W-1-5m-1_bin.15.purify_k141_145638_2-2794,2020_BGBMC-20W-1-5m-1_bin.15.purify_k141_145638_1(Fam_639 [★Target]) --> 2020_BGBMC-20W-1-5m-1_bin.15.purify_k141_145638_2(Fam_11905 [★Target])
"(639, 11905)",2,[639],2020_BMC-W-1-1_bin.19.purify_k141_361219,2020_BMC-W-1-1_bin.19.purify_k141_361219_3-3353,2020_BMC-W-1-1_bin.19.purify_k141_361219_1(Fam_639 [★Target]) --> 2020_BMC-W-1-1_bin.19.purify_k141_361219_2(Fam_11905 [★Target])
"(1584, 3923)",2,[3923],2019_zjzb-7_bin.46.purify_k141_297101,2019_zjzb-7_bin.46.purify_k141_297101_15026-18120,2019_zjzb-7_bin.46.purify_k141_297101_12(Fam_3923 [★Target]) --> 2019_zjzb-7_bin.46.purify_k141_297101_13(Fam_1584 [★Target])
"(1584, 3923)",2,[3923],2020_BGBMC-20W-1-10m-1_bin.115.purify_k141_550449,2020_BGBMC-20W-1-10m-1_bin.115.purify_k141_550449_15859-18953,2020_BGBMC-20W-1-10m-1_bin.115.purify_k141_550449_14(Fam_3923 [★Target]) --> 2020_BGBMC-20W-1-10m-1_bin.115.purify_k141_550449_15(Fam_1584 [★Target])
"(7500, 9828)",2,[7500],2020_CE-20W-3-1_bin.13.purify_k141_252617,2020_CE-20W-3-1_bin.13.purify_k141_252617_2368-3900,2020_CE-20W-3-1_bin.13.purify_k141_252617_5(Fam_7500 [★Target]) --> 2020_CE-20W-3-1_bin.13.purify_k141_252617_6(Fam_9828 [★Target])
"(7500, 9828)",2,[7500],2021-NRPC-LBM2_bin.10.purify_k141_136470,2021-NRPC-LBM2_bin.10.purify_k141_136470_759-2288,2021-NRPC-LBM2_bin.10.purify_k141_136470_2(Fam_7500 [★Target]) --> 2021-NRPC-LBM2_bin.10.purify_k141_136470_3(Fam_9828 [★Target])
"(2584, 9644)",2,[9644],2019_TBLSH-01_bin.29.purify_k141_179446,2019_TBLSH-01_bin.29.purify_k141_179446_214-2319,2019_TBLSH-01_bin.29.purify_k141_179446_2(Fam_9644 [★Target]) --> 2019_TBLSH-01_bin.29.purify_k141_179446_3(Fam_2584 [★Target])
"(2584, 9644)",2,[9644],2021-LU-W2_bin.13.purify_k127_1252261,2021-LU-W2_bin.13.purify_k127_1252261_1-1974,2021-LU-W2_bin.13.purify_k127_1252261_1(Fam_2584 [★Target]) --> 2021-LU-W2_bin.13.purify_k127_1252261_2(Fam_9644 [★Target])
"(4739, 6145)",2,[6145],2019_bqzb-2_bin.28.purify_k141_252643,2019_bqzb-2_bin.28.purify_k141_252643_1559-3617,2019_bqzb-2_bin.28.purify_k141_252643_3(Fam_4739 [★Target]) --> 2019_bqzb-2_bin.28.purify_k141_252643_4(Fam_6145 [★Target])
"(4739, 6145)",2,[6145],2021-QJH-W1_bin.28.purify_k127_2424572,2021-QJH-W1_bin.28.purify_k127_2424572_732-2790,2021-QJH-W1_bin.28.purify_k127_2424572_2(Fam_6145 [★Target]) --> 2021-QJH-W1_bin.28.purify_k127_2424572_3(Fam_4739 [★Target])
"(1796, 3008)",2,[1796],2020_CBL-w5_bin.53.purify_k141_430706,2020_CBL-w5_bin.53.purify_k141_430706_3-3085,2020_CBL-w5_bin.53.purify_k141_430706_1(Fam_1796 [★Target]) --> 2020_CBL-w5_bin.53.purify_k141_430706_2(Fam_3008 [★Target])
"(1796, 3008)",2,[1796],2020_DQZB-w6_bin.38.purify_k141_2066634,2020_DQZB-w6_bin.38.purify_k141_2066634_20793-23879,2020_DQZB-w6_bin.38.purify_k141_2066634_16(Fam_3008 [★Target]) --> 2020_DQZB-w6_bin.38.purify_k141_2066634_17(Fam_1796 [★Target])
