Architecture,Frequency,Novel_Families,Genome,Cluster_ID,Gene_Context
"(1396, 1831)",2,[1831],ZJZBSD-s05-N1_bin.24.purify_k141_1090740,ZJZBSD-s05-N1_bin.24.purify_k141_1090740_1631-5013,ZJZBSD-s05-N1_bin.24.purify_k141_1090740_5(Fam_1396 [★Target]) --> ZJZBSD-s05-N1_bin.24.purify_k141_1090740_6(Fam_1831 [★Target])
"(1396, 1831)",2,[1831],SLHSD1-N1_bin.10.purify_k141_2529063,SLHSD1-N1_bin.10.purify_k141_2529063_2390-5772,SLHSD1-N1_bin.10.purify_k141_2529063_3(Fam_1831 [★Target]) --> SLHSD1-N1_bin.10.purify_k141_2529063_4(Fam_1396 [★Target])
"(6352, 7896)",2,[7896],NMC-S-5-N1_bin.70.purify_k141_2474304,NMC-S-5-N1_bin.70.purify_k141_2474304_5403-6642,NMC-S-5-N1_bin.70.purify_k141_2474304_5(Fam_6352 [★Target]) --> NMC-S-5-N1_bin.70.purify_k141_2474304_6(Fam_7896 [★Target])
"(6352, 7896)",2,[7896],NMC-S-7-N1_bin.187.purify_k141_675359,NMC-S-7-N1_bin.187.purify_k141_675359_2-1397,NMC-S-7-N1_bin.187.purify_k141_675359_1(Fam_7896 [★Target]) --> NMC-S-7-N1_bin.187.purify_k141_675359_2(Fam_6352 [★Target])
"(847, 1616)",2,[1616],BMC20S-2-N1_bin.142.purify_k141_868732,BMC20S-2-N1_bin.142.purify_k141_868732_14440-18374,BMC20S-2-N1_bin.142.purify_k141_868732_16(Fam_1616 [★Target]) --> BMC20S-2-N1_bin.142.purify_k141_868732_17(Fam_847 [★Target])
"(847, 1616)",2,[1616],BMC20S-N1-N1_bin.308.purify_k141_1955078,BMC20S-N1-N1_bin.308.purify_k141_1955078_14440-18374,BMC20S-N1-N1_bin.308.purify_k141_1955078_16(Fam_1616 [★Target]) --> BMC20S-N1-N1_bin.308.purify_k141_1955078_17(Fam_847 [★Target])
"(3487, 6430)",2,[3487],202106QH-W1-N1_bin.4.purify_k141_1624595,202106QH-W1-N1_bin.4.purify_k141_1624595_195-2105,202106QH-W1-N1_bin.4.purify_k141_1624595_2(Fam_3487 [★Target]) --> 202106QH-W1-N1_bin.4.purify_k141_1624595_3(Fam_6430 [★Target])
"(3487, 6430)",2,[3487],TBCBL-03-N1_bin.80.purify_k141_4619854,TBCBL-03-N1_bin.80.purify_k141_4619854_542-2774,TBCBL-03-N1_bin.80.purify_k141_4619854_2(Fam_6430 [★Target]) --> TBCBL-03-N1_bin.80.purify_k141_4619854_3(Fam_3487 [★Target])
"(259, 354)",2,"[259, 354]",BMC20S-2-N1_bin.153.purify_k141_458104,BMC20S-2-N1_bin.153.purify_k141_458104_8924-15154,BMC20S-2-N1_bin.153.purify_k141_458104_10(Fam_259 [★Target]) --> BMC20S-2-N1_bin.153.purify_k141_458104_11(Fam_354 [★Target])
"(259, 354)",2,"[259, 354]",BMC20S-N1-N1_bin.133.purify_k141_2043907,BMC20S-N1-N1_bin.133.purify_k141_2043907_8924-15154,BMC20S-N1-N1_bin.133.purify_k141_2043907_10(Fam_259 [★Target]) --> BMC20S-N1-N1_bin.133.purify_k141_2043907_11(Fam_354 [★Target])
"(4882, 10307)",2,"[4882, 10307]",BMC20S-2-N1_bin.171.purify_k141_297459,BMC20S-2-N1_bin.171.purify_k141_297459_12370-13790,BMC20S-2-N1_bin.171.purify_k141_297459_15(Fam_10307 [★Target]) --> BMC20S-2-N1_bin.171.purify_k141_297459_16(Fam_4882 [★Target])
"(4882, 10307)",2,"[4882, 10307]",BMC20S-N1-N1_bin.157.purify_k141_437089,BMC20S-N1-N1_bin.157.purify_k141_437089_20765-22185,BMC20S-N1-N1_bin.157.purify_k141_437089_23(Fam_10307 [★Target]) --> BMC20S-N1-N1_bin.157.purify_k141_437089_24(Fam_4882 [★Target])
"(4204, 6526)",2,"[4204, 6526]",BMC20S-2-N1_bin.175.purify_k141_383947,BMC20S-2-N1_bin.175.purify_k141_383947_26608-28456,BMC20S-2-N1_bin.175.purify_k141_383947_31(Fam_4204 [★Target]) --> BMC20S-2-N1_bin.175.purify_k141_383947_32(Fam_6526 [★Target])
"(4204, 6526)",2,"[4204, 6526]",BMC20S-N1-N1_bin.100.purify_k141_1852883,BMC20S-N1-N1_bin.100.purify_k141_1852883_24333-26181,BMC20S-N1-N1_bin.100.purify_k141_1852883_30(Fam_4204 [★Target]) --> BMC20S-N1-N1_bin.100.purify_k141_1852883_31(Fam_6526 [★Target])
"(4194, 5252)",2,[4194],SLHSD1-N1_bin.41.purify_k141_935903,SLHSD1-N1_bin.41.purify_k141_935903_2-1146,SLHSD1-N1_bin.41.purify_k141_935903_1(Fam_5252 [★Target]) --> SLHSD1-N1_bin.41.purify_k141_935903_2(Fam_4194 [★Target])
"(4194, 5252)",2,[4194],ZJ-S-05.4m-N1_bin.25.purify_k141_1226406,ZJ-S-05.4m-N1_bin.25.purify_k141_1226406_11700-13699,ZJ-S-05.4m-N1_bin.25.purify_k141_1226406_15(Fam_4194 [★Target]) --> ZJ-S-05.4m-N1_bin.25.purify_k141_1226406_16(Fam_5252 [★Target])
"(317, 1284)",2,[317],NMC-S-5-N1_bin.46.purify_k141_1264049,NMC-S-5-N1_bin.46.purify_k141_1264049_4415-9347,NMC-S-5-N1_bin.46.purify_k141_1264049_6(Fam_1284 [★Target]) --> NMC-S-5-N1_bin.46.purify_k141_1264049_7(Fam_317 [★Target])
"(317, 1284)",2,[317],YZYC-20S-5-N1_bin.205.purify_k141_567690,YZYC-20S-5-N1_bin.205.purify_k141_567690_2-3221,YZYC-20S-5-N1_bin.205.purify_k141_567690_1(Fam_317 [★Target]) --> YZYC-20S-5-N1_bin.205.purify_k141_567690_2(Fam_1284 [★Target])
"(1383, 2699)",2,[2699],BMC20S-2-N1_bin.186.purify_k141_1470164,BMC20S-2-N1_bin.186.purify_k141_1470164_13436-16772,BMC20S-2-N1_bin.186.purify_k141_1470164_14(Fam_1383 [★Target]) --> BMC20S-2-N1_bin.186.purify_k141_1470164_15(Fam_2699 [★Target])
"(1383, 2699)",2,[2699],QHH8-N1_bin.131.purify_k141_893989,QHH8-N1_bin.131.purify_k141_893989_2-2087,QHH8-N1_bin.131.purify_k141_893989_1(Fam_1383 [★Target]) --> QHH8-N1_bin.131.purify_k141_893989_2(Fam_2699 [★Target])
"(9285, 9510)",2,[9285],BMC20S-2-N1_bin.193.purify_k141_290344,BMC20S-2-N1_bin.193.purify_k141_290344_1140-2185,BMC20S-2-N1_bin.193.purify_k141_290344_2(Fam_9510 [★Target]) --> BMC20S-2-N1_bin.193.purify_k141_290344_3(Fam_9285 [★Target])
"(9285, 9510)",2,[9285],ZJZBSD-s03-2-N1_bin.47.purify_k141_654384,ZJZBSD-s03-2-N1_bin.47.purify_k141_654384_3287-4311,ZJZBSD-s03-2-N1_bin.47.purify_k141_654384_4(Fam_9510 [★Target]) --> ZJZBSD-s03-2-N1_bin.47.purify_k141_654384_5(Fam_9285 [★Target])
"(781, 2433)",2,[781],NMC-S-7-N1_bin.147.purify_k141_1026984,NMC-S-7-N1_bin.147.purify_k141_1026984_373-4094,NMC-S-7-N1_bin.147.purify_k141_1026984_2(Fam_2433 [★Target]) --> NMC-S-7-N1_bin.147.purify_k141_1026984_3(Fam_781 [★Target])
"(781, 2433)",2,[781],NMC-S-5-N1_bin.29.purify_k141_335283,NMC-S-5-N1_bin.29.purify_k141_335283_373-4094,NMC-S-5-N1_bin.29.purify_k141_335283_2(Fam_2433 [★Target]) --> NMC-S-5-N1_bin.29.purify_k141_335283_3(Fam_781 [★Target])
"(2751, 3706)",2,[3706],NMC-S-5-N1_bin.191.purify_k141_734975,NMC-S-5-N1_bin.191.purify_k141_734975_2880-5577,NMC-S-5-N1_bin.191.purify_k141_734975_3(Fam_3706 [★Target]) --> NMC-S-5-N1_bin.191.purify_k141_734975_4(Fam_2751 [★Target])
"(2751, 3706)",2,[3706],YZYC-20S-1-N1_bin.15.purify_k141_2959857,YZYC-20S-1-N1_bin.15.purify_k141_2959857_369-3066,YZYC-20S-1-N1_bin.15.purify_k141_2959857_1(Fam_2751 [★Target]) --> YZYC-20S-1-N1_bin.15.purify_k141_2959857_2(Fam_3706 [★Target])
"(1066, 9679)",2,[9679],NMC-S-5-N1_bin.186.purify_k141_2370164,NMC-S-5-N1_bin.186.purify_k141_2370164_14171-16727,NMC-S-5-N1_bin.186.purify_k141_2370164_15(Fam_9679 [★Target]) --> NMC-S-5-N1_bin.186.purify_k141_2370164_16(Fam_1066 [★Target])
"(1066, 9679)",2,[9679],NMC-S-7-N1_bin.7.purify_k141_2454224,NMC-S-7-N1_bin.7.purify_k141_2454224_935-3491,NMC-S-7-N1_bin.7.purify_k141_2454224_2(Fam_1066 [★Target]) --> NMC-S-7-N1_bin.7.purify_k141_2454224_3(Fam_9679 [★Target])
"(4436, 7315)",2,[4436],202106QH-W1-N1_bin.20.purify_k141_1362295,202106QH-W1-N1_bin.20.purify_k141_1362295_2-1746,202106QH-W1-N1_bin.20.purify_k141_1362295_1(Fam_7315 [★Target]) --> 202106QH-W1-N1_bin.20.purify_k141_1362295_2(Fam_4436 [★Target])
"(4436, 7315)",2,[4436],ZJZBSD-s05-N1_bin.37.purify_k141_2315339,ZJZBSD-s05-N1_bin.37.purify_k141_2315339_3-1666,ZJZBSD-s05-N1_bin.37.purify_k141_2315339_1(Fam_7315 [★Target]) --> ZJZBSD-s05-N1_bin.37.purify_k141_2315339_2(Fam_4436 [★Target])
"(655, 3512)",2,[655],202106QH-W11-N1_bin.76.purify_k141_796889,202106QH-W11-N1_bin.76.purify_k141_796889_2795-6504,202106QH-W11-N1_bin.76.purify_k141_796889_5(Fam_3512 [★Target]) --> 202106QH-W11-N1_bin.76.purify_k141_796889_6(Fam_655 [★Target])
"(655, 3512)",2,[655],202106QH-W37-N1_bin.68.purify_k141_796204,202106QH-W37-N1_bin.68.purify_k141_796204_2663-5061,202106QH-W37-N1_bin.68.purify_k141_796204_5(Fam_3512 [★Target]) --> 202106QH-W37-N1_bin.68.purify_k141_796204_6(Fam_655 [★Target])
"(4053, 8367)",2,[4053],BGBMC-20S-3-N1_bin.47.purify_k141_1252838,BGBMC-20S-3-N1_bin.47.purify_k141_1252838_2-1538,BGBMC-20S-3-N1_bin.47.purify_k141_1252838_1(Fam_8367 [★Target]) --> BGBMC-20S-3-N1_bin.47.purify_k141_1252838_2(Fam_4053 [★Target])
"(4053, 8367)",2,[4053],YZYC-20S-2-N1_bin.48.purify_k141_2179555,YZYC-20S-2-N1_bin.48.purify_k141_2179555_2-1160,YZYC-20S-2-N1_bin.48.purify_k141_2179555_1(Fam_8367 [★Target]) --> YZYC-20S-2-N1_bin.48.purify_k141_2179555_2(Fam_4053 [★Target])
"(167, 2355)",2,[2355],202106QH-W11-N1_bin.58.purify_k141_618135,202106QH-W11-N1_bin.58.purify_k141_618135_791-6634,202106QH-W11-N1_bin.58.purify_k141_618135_2(Fam_2355 [★Target]) --> 202106QH-W11-N1_bin.58.purify_k141_618135_4(Fam_167 [★Target])
"(167, 2355)",2,[2355],202106QH-W29-N1_bin.61.purify_k141_243523,202106QH-W29-N1_bin.61.purify_k141_243523_261-6104,202106QH-W29-N1_bin.61.purify_k141_243523_2(Fam_2355 [★Target]) --> 202106QH-W29-N1_bin.61.purify_k141_243523_4(Fam_167 [★Target])
"(11820, 12731)",2,"[11820, 12731]",202106QH-W11-N1_bin.58.purify_k141_1485670,202106QH-W11-N1_bin.58.purify_k141_1485670_2174-2652,202106QH-W11-N1_bin.58.purify_k141_1485670_4(Fam_12731 [★Target]) --> 202106QH-W11-N1_bin.58.purify_k141_1485670_5(Fam_11820 [★Target])
"(11820, 12731)",2,"[11820, 12731]",QHH8-N1_bin.176.purify_k141_1968348,QHH8-N1_bin.176.purify_k141_1968348_1273-1751,QHH8-N1_bin.176.purify_k141_1968348_3(Fam_12731 [★Target]) --> QHH8-N1_bin.176.purify_k141_1968348_4(Fam_11820 [★Target])
"(4287, 4593)",2,"[4287, 4593]",NMC-S-6-N1_bin.117.purify_k141_1045683,NMC-S-6-N1_bin.117.purify_k141_1045683_13849-15977,NMC-S-6-N1_bin.117.purify_k141_1045683_18(Fam_4287 [★Target]) --> NMC-S-6-N1_bin.117.purify_k141_1045683_19(Fam_4593 [★Target])
"(4287, 4593)",2,"[4287, 4593]",YZYC-20S-5-N1_bin.94.purify_k141_1561667,YZYC-20S-5-N1_bin.94.purify_k141_1561667_2176-4344,YZYC-20S-5-N1_bin.94.purify_k141_1561667_4(Fam_4287 [★Target]) --> YZYC-20S-5-N1_bin.94.purify_k141_1561667_5(Fam_4593 [★Target])
"(1083, 4675)",2,[4675],202106QH-W11-N1_bin.17.purify_k141_916542,202106QH-W11-N1_bin.17.purify_k141_916542_603-3648,202106QH-W11-N1_bin.17.purify_k141_916542_2(Fam_4675 [★Target]) --> 202106QH-W11-N1_bin.17.purify_k141_916542_3(Fam_1083 [★Target])
"(1083, 4675)",2,[4675],BGBMC-20S-2-N1_bin.9.purify_k141_2548935,BGBMC-20S-2-N1_bin.9.purify_k141_2548935_15017-17990,BGBMC-20S-2-N1_bin.9.purify_k141_2548935_10(Fam_4675 [★Target]) --> BGBMC-20S-2-N1_bin.9.purify_k141_2548935_11(Fam_1083 [★Target])
"(2923, 6133)",2,[2923],NMC-S-5-N1_bin.93.purify_k141_276753,NMC-S-5-N1_bin.93.purify_k141_276753_36-2399,NMC-S-5-N1_bin.93.purify_k141_276753_1(Fam_6133 [★Target]) --> NMC-S-5-N1_bin.93.purify_k141_276753_2(Fam_2923 [★Target])
"(2923, 6133)",2,[2923],YZYC-20S-4-N1_bin.71.purify_k141_432973,YZYC-20S-4-N1_bin.71.purify_k141_432973_3-1646,YZYC-20S-4-N1_bin.71.purify_k141_432973_1(Fam_2923 [★Target]) --> YZYC-20S-4-N1_bin.71.purify_k141_432973_2(Fam_6133 [★Target])
"(5050, 12326)",2,[5050],202106QH-W10-N1_bin.88.purify_k141_960655,202106QH-W10-N1_bin.88.purify_k141_960655_260-1538,202106QH-W10-N1_bin.88.purify_k141_960655_2(Fam_12326 [★Target]) --> 202106QH-W10-N1_bin.88.purify_k141_960655_3(Fam_5050 [★Target])
"(5050, 12326)",2,[5050],202106QH-W11-N1_bin.110.purify_k141_3503,202106QH-W11-N1_bin.110.purify_k141_3503_8719-9997,202106QH-W11-N1_bin.110.purify_k141_3503_7(Fam_12326 [★Target]) --> 202106QH-W11-N1_bin.110.purify_k141_3503_8(Fam_5050 [★Target])
"(2993, 7954)",2,[7954],BMC20S-2-N1_bin.114.purify_k141_918412,BMC20S-2-N1_bin.114.purify_k141_918412_759-2632,BMC20S-2-N1_bin.114.purify_k141_918412_2(Fam_2993 [★Target]) --> BMC20S-2-N1_bin.114.purify_k141_918412_3(Fam_7954 [★Target])
"(2993, 7954)",2,[7954],BMC20S-2-N1_bin.71.purify_k141_1258786,BMC20S-2-N1_bin.71.purify_k141_1258786_18381-20287,BMC20S-2-N1_bin.71.purify_k141_1258786_15(Fam_7954 [★Target]) --> BMC20S-2-N1_bin.71.purify_k141_1258786_16(Fam_2993 [★Target])
"(6920, 7236)",2,[7236],BMC20S-2-N1_bin.119.purify_k141_1773769,BMC20S-2-N1_bin.119.purify_k141_1773769_9424-10901,BMC20S-2-N1_bin.119.purify_k141_1773769_12(Fam_7236 [★Target]) --> BMC20S-2-N1_bin.119.purify_k141_1773769_13(Fam_6920 [★Target])
"(6920, 7236)",2,[7236],CN-B-S-2-N2_bin.2.purify_k141_1728987,CN-B-S-2-N2_bin.2.purify_k141_1728987_1358-2826,CN-B-S-2-N2_bin.2.purify_k141_1728987_4(Fam_7236 [★Target]) --> CN-B-S-2-N2_bin.2.purify_k141_1728987_5(Fam_6920 [★Target])
"(900, 5320)",2,[900],202106QH-W10-N1_bin.34.purify_k141_295985,202106QH-W10-N1_bin.34.purify_k141_295985_816-5030,202106QH-W10-N1_bin.34.purify_k141_295985_2(Fam_5320 [★Target]) --> 202106QH-W10-N1_bin.34.purify_k141_295985_5(Fam_900 [★Target])
"(900, 5320)",2,[900],202106QH-W9-N1_bin.26.purify_k141_843700,202106QH-W9-N1_bin.26.purify_k141_843700_1484-6004,202106QH-W9-N1_bin.26.purify_k141_843700_2(Fam_5320 [★Target]) --> 202106QH-W9-N1_bin.26.purify_k141_843700_5(Fam_900 [★Target])
"(3296, 8649, 12143)",2,[3296],BGBMC-20S-1-N1_bin.143.purify_k141_1097854,BGBMC-20S-1-N1_bin.143.purify_k141_1097854_39-1991,BGBMC-20S-1-N1_bin.143.purify_k141_1097854_1(Fam_8649 [★Target]) --> BGBMC-20S-1-N1_bin.143.purify_k141_1097854_2(Fam_12143 [★Target]) --> BGBMC-20S-1-N1_bin.143.purify_k141_1097854_3(Fam_3296 [★Target])
"(3296, 8649, 12143)",2,[3296],BGBMC-20S-2-N1_bin.108.purify_k141_255848,BGBMC-20S-2-N1_bin.108.purify_k141_255848_182-2134,BGBMC-20S-2-N1_bin.108.purify_k141_255848_1(Fam_8649 [★Target]) --> BGBMC-20S-2-N1_bin.108.purify_k141_255848_2(Fam_12143 [★Target]) --> BGBMC-20S-2-N1_bin.108.purify_k141_255848_3(Fam_3296 [★Target])
"(3829, 6299)",2,[6299],BGBMC-20S-1-N1_bin.149.purify_k141_1799831,BGBMC-20S-1-N1_bin.149.purify_k141_1799831_1082-3012,BGBMC-20S-1-N1_bin.149.purify_k141_1799831_5(Fam_6299 [★Target]) --> BGBMC-20S-1-N1_bin.149.purify_k141_1799831_6(Fam_3829 [★Target])
"(3829, 6299)",2,[6299],BGBMC-20S-3-N1_bin.79.purify_k141_1137716,BGBMC-20S-3-N1_bin.79.purify_k141_1137716_5322-7252,BGBMC-20S-3-N1_bin.79.purify_k141_1137716_8(Fam_3829 [★Target]) --> BGBMC-20S-3-N1_bin.79.purify_k141_1137716_9(Fam_6299 [★Target])
"(4731, 11969)",2,[4731],202106QH-W19-N1_bin.202.purify_k141_1337584,202106QH-W19-N1_bin.202.purify_k141_1337584_309-1589,202106QH-W19-N1_bin.202.purify_k141_1337584_2(Fam_4731 [★Target]) --> 202106QH-W19-N1_bin.202.purify_k141_1337584_3(Fam_11969 [★Target])
"(4731, 11969)",2,[4731],202106QH-W30-N1_bin.47.purify_k141_250684,202106QH-W30-N1_bin.47.purify_k141_250684_22-1298,202106QH-W30-N1_bin.47.purify_k141_250684_1(Fam_4731 [★Target]) --> 202106QH-W30-N1_bin.47.purify_k141_250684_2(Fam_11969 [★Target])
"(6631, 11091)",2,[11091],BGBMC-20S-1-N1_bin.160.purify_k141_1522124,BGBMC-20S-1-N1_bin.160.purify_k141_1522124_3181-4575,BGBMC-20S-1-N1_bin.160.purify_k141_1522124_7(Fam_6631 [★Target]) --> BGBMC-20S-1-N1_bin.160.purify_k141_1522124_8(Fam_11091 [★Target])
"(6631, 11091)",2,[11091],BGBMC-20S-2-N1_bin.116.purify_k141_14239,BGBMC-20S-2-N1_bin.116.purify_k141_14239_2273-3667,BGBMC-20S-2-N1_bin.116.purify_k141_14239_3(Fam_6631 [★Target]) --> BGBMC-20S-2-N1_bin.116.purify_k141_14239_4(Fam_11091 [★Target])
"(665, 4626)",2,[4626],BGBMC-20S-1-N1_bin.161.purify_k141_1716263,BGBMC-20S-1-N1_bin.161.purify_k141_1716263_11272-14708,BGBMC-20S-1-N1_bin.161.purify_k141_1716263_10(Fam_665 [★Target]) --> BGBMC-20S-1-N1_bin.161.purify_k141_1716263_11(Fam_4626 [★Target])
"(665, 4626)",2,[4626],BGBMC-20S-2-N1_bin.93.purify_k141_635025,BGBMC-20S-2-N1_bin.93.purify_k141_635025_325-3761,BGBMC-20S-2-N1_bin.93.purify_k141_635025_2(Fam_665 [★Target]) --> BGBMC-20S-2-N1_bin.93.purify_k141_635025_3(Fam_4626 [★Target])
"(2692, 4830)",2,[4830],BGBMC-20S-1-N1_bin.167.purify_k141_671496,BGBMC-20S-1-N1_bin.167.purify_k141_671496_2789-5291,BGBMC-20S-1-N1_bin.167.purify_k141_671496_2(Fam_2692 [★Target]) --> BGBMC-20S-1-N1_bin.167.purify_k141_671496_3(Fam_4830 [★Target])
"(2692, 4830)",2,[4830],BGBMC-20S-2-N1_bin.231.purify_k141_1587522,BGBMC-20S-2-N1_bin.231.purify_k141_1587522_2771-5273,BGBMC-20S-2-N1_bin.231.purify_k141_1587522_2(Fam_4830 [★Target]) --> BGBMC-20S-2-N1_bin.231.purify_k141_1587522_3(Fam_2692 [★Target])
"(6857, 7328)",2,[6857],BGBMC-20S-1-N1_bin.17.purify_k141_1626614,BGBMC-20S-1-N1_bin.17.purify_k141_1626614_1728-3213,BGBMC-20S-1-N1_bin.17.purify_k141_1626614_4(Fam_7328 [★Target]) --> BGBMC-20S-1-N1_bin.17.purify_k141_1626614_5(Fam_6857 [★Target])
"(6857, 7328)",2,[6857],NRPC-20S-2-N1_bin.86.purify_k141_862281,NRPC-20S-2-N1_bin.86.purify_k141_862281_4231-5721,NRPC-20S-2-N1_bin.86.purify_k141_862281_5(Fam_6857 [★Target]) --> NRPC-20S-2-N1_bin.86.purify_k141_862281_6(Fam_7328 [★Target])
"(648, 959)",2,[648],BGBMC-20S-1-N1_bin.17.purify_k141_743339,BGBMC-20S-1-N1_bin.17.purify_k141_743339_1686-6279,BGBMC-20S-1-N1_bin.17.purify_k141_743339_2(Fam_959 [★Target]) --> BGBMC-20S-1-N1_bin.17.purify_k141_743339_3(Fam_648 [★Target])
"(648, 959)",2,[648],CRC-20S-2-N1_bin.78.purify_k141_1321532,CRC-20S-2-N1_bin.78.purify_k141_1321532_691-5281,CRC-20S-2-N1_bin.78.purify_k141_1321532_2(Fam_648 [★Target]) --> CRC-20S-2-N1_bin.78.purify_k141_1321532_3(Fam_959 [★Target])
"(4972, 9541)",2,"[4972, 9541]",202106QH-W19-N1_bin.176.purify_k141_1084458,202106QH-W19-N1_bin.176.purify_k141_1084458_6901-8532,202106QH-W19-N1_bin.176.purify_k141_1084458_7(Fam_9541 [★Target]) --> 202106QH-W19-N1_bin.176.purify_k141_1084458_8(Fam_4972 [★Target])
"(4972, 9541)",2,"[4972, 9541]",202106QH-W27-N1_bin.30.purify_k141_589634,202106QH-W27-N1_bin.30.purify_k141_589634_5208-6839,202106QH-W27-N1_bin.30.purify_k141_589634_5(Fam_9541 [★Target]) --> 202106QH-W27-N1_bin.30.purify_k141_589634_6(Fam_4972 [★Target])
"(661, 8134)",2,[8134],BGBMC-20S-1-N1_bin.18.purify_k141_1454954,BGBMC-20S-1-N1_bin.18.purify_k141_1454954_14669-16214,BGBMC-20S-1-N1_bin.18.purify_k141_1454954_15(Fam_8134 [★Target]) --> BGBMC-20S-1-N1_bin.18.purify_k141_1454954_16(Fam_661 [★Target])
"(661, 8134)",2,[8134],PC-20S-1-N1_bin.109.purify_k141_525830,PC-20S-1-N1_bin.109.purify_k141_525830_13649-15482,PC-20S-1-N1_bin.109.purify_k141_525830_14(Fam_8134 [★Target]) --> PC-20S-1-N1_bin.109.purify_k141_525830_15(Fam_661 [★Target])
"(2000, 2967)",2,[2967],BGBMC-20S-1-N1_bin.191.purify_k141_1351675,BGBMC-20S-1-N1_bin.191.purify_k141_1351675_796-3777,BGBMC-20S-1-N1_bin.191.purify_k141_1351675_3(Fam_2000 [★Target]) --> BGBMC-20S-1-N1_bin.191.purify_k141_1351675_4(Fam_2967 [★Target])
"(2000, 2967)",2,[2967],JC-20S-1-N1_bin.118.purify_k141_1385433,JC-20S-1-N1_bin.118.purify_k141_1385433_4122-7103,JC-20S-1-N1_bin.118.purify_k141_1385433_4(Fam_2967 [★Target]) --> JC-20S-1-N1_bin.118.purify_k141_1385433_5(Fam_2000 [★Target])
"(1353, 4670)",2,[1353],202106QH-W19-N1_bin.162.purify_k141_2096333,202106QH-W19-N1_bin.162.purify_k141_2096333_1681-4031,202106QH-W19-N1_bin.162.purify_k141_2096333_3(Fam_1353 [★Target]) --> 202106QH-W19-N1_bin.162.purify_k141_2096333_4(Fam_4670 [★Target])
"(1353, 4670)",2,[1353],BGBMC-20S-1-N1_bin.121.purify_k141_1485793,BGBMC-20S-1-N1_bin.121.purify_k141_1485793_3-2285,BGBMC-20S-1-N1_bin.121.purify_k141_1485793_1(Fam_1353 [★Target]) --> BGBMC-20S-1-N1_bin.121.purify_k141_1485793_2(Fam_4670 [★Target])
"(1966, 2368)",2,[2368],BGBMC-20S-1-N1_bin.200.purify_k141_1600934,BGBMC-20S-1-N1_bin.200.purify_k141_1600934_3-1984,BGBMC-20S-1-N1_bin.200.purify_k141_1600934_1(Fam_1966 [★Target]) --> BGBMC-20S-1-N1_bin.200.purify_k141_1600934_2(Fam_2368 [★Target])
"(1966, 2368)",2,[2368],HHSD1-N1_bin.39.purify_k141_2019434,HHSD1-N1_bin.39.purify_k141_2019434_2822-5751,HHSD1-N1_bin.39.purify_k141_2019434_3(Fam_1966 [★Target]) --> HHSD1-N1_bin.39.purify_k141_2019434_4(Fam_2368 [★Target])
"(2791, 6314)",2,[2791],202106QH-W19-N1_bin.131.purify_k141_556537,202106QH-W19-N1_bin.131.purify_k141_556537_8836-10934,202106QH-W19-N1_bin.131.purify_k141_556537_13(Fam_2791 [★Target]) --> 202106QH-W19-N1_bin.131.purify_k141_556537_14(Fam_6314 [★Target])
"(2791, 6314)",2,[2791],YM-3-34.9m-N1_bin.198.purify_k141_301150,YM-3-34.9m-N1_bin.198.purify_k141_301150_3830-4808,YM-3-34.9m-N1_bin.198.purify_k141_301150_4(Fam_6314 [★Target]) --> YM-3-34.9m-N1_bin.198.purify_k141_301150_5(Fam_2791 [★Target])
"(5630, 5907, 6200)",2,[5907],QHH8-N1_bin.80.purify_k141_1065665,QHH8-N1_bin.80.purify_k141_1065665_1483-4408,QHH8-N1_bin.80.purify_k141_1065665_4(Fam_5907 [★Target]) --> QHH8-N1_bin.80.purify_k141_1065665_6(Fam_5630 [★Target]) --> QHH8-N1_bin.80.purify_k141_1065665_7(Fam_6200 [★Target])
"(5630, 5907, 6200)",2,[5907],YZYC-20S-2-N1_bin.115.purify_k141_52791,YZYC-20S-2-N1_bin.115.purify_k141_52791_464-3389,YZYC-20S-2-N1_bin.115.purify_k141_52791_3(Fam_5907 [★Target]) --> YZYC-20S-2-N1_bin.115.purify_k141_52791_5(Fam_5630 [★Target]) --> YZYC-20S-2-N1_bin.115.purify_k141_52791_6(Fam_6200 [★Target])
"(3433, 11037)",2,[11037],202106QH-W19-N1_bin.117.purify_k141_999675,202106QH-W19-N1_bin.117.purify_k141_999675_832-2359,202106QH-W19-N1_bin.117.purify_k141_999675_3(Fam_11037 [★Target]) --> 202106QH-W19-N1_bin.117.purify_k141_999675_4(Fam_3433 [★Target])
"(3433, 11037)",2,[11037],202106QH-W27-N1_bin.43.purify_k141_352534,202106QH-W27-N1_bin.43.purify_k141_352534_562-2089,202106QH-W27-N1_bin.43.purify_k141_352534_2(Fam_11037 [★Target]) --> 202106QH-W27-N1_bin.43.purify_k141_352534_3(Fam_3433 [★Target])
"(7231, 10440)",2,[10440],202106QH-W19-N1_bin.174.purify_k141_2807683,202106QH-W19-N1_bin.174.purify_k141_2807683_23719-25131,202106QH-W19-N1_bin.174.purify_k141_2807683_20(Fam_7231 [★Target]) --> 202106QH-W19-N1_bin.174.purify_k141_2807683_21(Fam_10440 [★Target])
"(7231, 10440)",2,[10440],QHH10-N1_bin.159.purify_k141_1829587,QHH10-N1_bin.159.purify_k141_1829587_25301-26714,QHH10-N1_bin.159.purify_k141_1829587_22(Fam_7231 [★Target]) --> QHH10-N1_bin.159.purify_k141_1829587_23(Fam_10440 [★Target])
