homology_cluster_id,gene_name,gene_type,genome_id,physical_cluster_id
11186,CE-B-S-2-N1_bin.38.purify_k141_1512374_27,known_defense,CE-B-S-2-N1_bin.38.purify_k141_1512374,CE-B-S-2-N1_bin.38.purify_k141_1512374_20111-21551
11186,CE-D-S-N1_bin.26.purify_k141_1576140_8,candidate,CE-D-S-N1_bin.26.purify_k141_1576140,CE-D-S-N1_bin.26.purify_k141_1576140_5412-6831
11186,JC-20S-3-N1_bin.51.purify_k141_368678_3,known_defense,JC-20S-3-N1_bin.51.purify_k141_368678,JC-20S-3-N1_bin.51.purify_k141_368678_2346-3778
11186,PC-20S-4-N1_bin.62.purify_k141_1060625_2,candidate,PC-20S-4-N1_bin.62.purify_k141_1060625,PC-20S-4-N1_bin.62.purify_k141_1060625_1-1288
11186,ZJZBSD-s05-2-N2_bin.105.purify_k141_3164016_5,candidate,ZJZBSD-s05-2-N2_bin.105.purify_k141_3164016,ZJZBSD-s05-2-N2_bin.105.purify_k141_3164016_2300-4084
11187,202104TB-W25-N1_bin.125.purify_k141_1518006_2,known_defense,202104TB-W25-N1_bin.125.purify_k141_1518006,202104TB-W25-N1_bin.125.purify_k141_1518006_2-874
11188,202104TB-W25-N1_bin.95.purify_k141_1317686_6,known_defense,202104TB-W25-N1_bin.95.purify_k141_1317686,202104TB-W25-N1_bin.95.purify_k141_1317686_3607-5117
11189,202104TB-W37-N1_bin.96.purify_k141_1391520_2,known_defense,202104TB-W37-N1_bin.96.purify_k141_1391520,202104TB-W37-N1_bin.96.purify_k141_1391520_3-1065
11190,202104TB-W60-N1_bin.58.purify_k141_364056_1,candidate,202104TB-W60-N1_bin.58.purify_k141_364056,202104TB-W60-N1_bin.58.purify_k141_364056_4-1036
11191,202104TB-W70-N1_bin.24.purify_k141_1656933_8,candidate,202104TB-W70-N1_bin.24.purify_k141_1656933,202104TB-W70-N1_bin.24.purify_k141_1656933_5657-6672
11191,CE-D-S-28.1m-N2_bin.154.purify_k141_417110_6,candidate,CE-D-S-28.1m-N2_bin.154.purify_k141_417110,CE-D-S-28.1m-N2_bin.154.purify_k141_417110_1742-2759
11191,CE-N-S-N1_bin.93.purify_k141_528263_8,candidate,CE-N-S-N1_bin.93.purify_k141_528263,CE-N-S-N1_bin.93.purify_k141_528263_3744-4761
11191,NMC-S-8-N1_bin.19.purify_k141_1190572_7,candidate,NMC-S-8-N1_bin.19.purify_k141_1190572,NMC-S-8-N1_bin.19.purify_k141_1190572_3536-4553
11192,202104TB-W71-N1_bin.123.purify_k141_29775_2,known_defense,202104TB-W71-N1_bin.123.purify_k141_29775,202104TB-W71-N1_bin.123.purify_k141_29775_165-1262
11193,202106QH-W18-N1_bin.250.purify_k141_114656_4,known_defense,202106QH-W18-N1_bin.250.purify_k141_114656,202106QH-W18-N1_bin.250.purify_k141_114656_1741-3678
11194,202106QH-W27-N1_bin.265.purify_k141_3179549_9,known_defense,202106QH-W27-N1_bin.265.purify_k141_3179549,202106QH-W27-N1_bin.265.purify_k141_3179549_2634-3367
11195,202106QH-W30-N1_bin.61.purify_k141_731810_2,known_defense,202106QH-W30-N1_bin.61.purify_k141_731810,202106QH-W30-N1_bin.61.purify_k141_731810_3-1357
11196,202106QH-W33-N1_bin.8.purify_k141_395999_5,known_defense,202106QH-W33-N1_bin.8.purify_k141_395999,202106QH-W33-N1_bin.8.purify_k141_395999_118-3247
11197,202106QH-W19-N1_bin.307.purify_k141_2325187_1,candidate,202106QH-W19-N1_bin.307.purify_k141_2325187,202106QH-W19-N1_bin.307.purify_k141_2325187_63-667
11197,202106QH-W39-N1_bin.101.purify_k141_682946_25,known_defense,202106QH-W39-N1_bin.101.purify_k141_682946,202106QH-W39-N1_bin.101.purify_k141_682946_14394-15007
11197,CN-2-4.9m-N1_bin.84.purify_k141_433945_193,candidate,CN-2-4.9m-N1_bin.84.purify_k141_433945,CN-2-4.9m-N1_bin.84.purify_k141_433945_172518-173110
11198,BGBMC-20S-2-N1_bin.235.purify_k141_1773187_6,candidate,BGBMC-20S-2-N1_bin.235.purify_k141_1773187,BGBMC-20S-2-N1_bin.235.purify_k141_1773187_3201-5434
11199,BGBMC-20S-2-N1_bin.63.purify_k141_1715928_2,candidate,BGBMC-20S-2-N1_bin.63.purify_k141_1715928,BGBMC-20S-2-N1_bin.63.purify_k141_1715928_2-1258
11200,BMC20S-2-N1_bin.127.purify_k141_1278386_7,known_defense,BMC20S-2-N1_bin.127.purify_k141_1278386,BMC20S-2-N1_bin.127.purify_k141_1278386_7123-8968
11201,BMC20S-2-N1_bin.234.purify_k141_2355585_6,known_defense,BMC20S-2-N1_bin.234.purify_k141_2355585,BMC20S-2-N1_bin.234.purify_k141_2355585_2890-3913
11202,CC-20S-2-N1_bin.101.purify_k141_861492_4,known_defense,CC-20S-2-N1_bin.101.purify_k141_861492,CC-20S-2-N1_bin.101.purify_k141_861492_1050-2695
11203,CE-B-S-2-N1_bin.127.purify_k141_444867_8,known_defense,CE-B-S-2-N1_bin.127.purify_k141_444867,CE-B-S-2-N1_bin.127.purify_k141_444867_3566-4669
11203,NMC-S-6-N1_bin.176.purify_k141_2324067_15,candidate,NMC-S-6-N1_bin.176.purify_k141_2324067,NMC-S-6-N1_bin.176.purify_k141_2324067_14115-14509
11204,CE-D-S-28.1m-N2_bin.138.purify_k141_258054_4,candidate,CE-D-S-28.1m-N2_bin.138.purify_k141_258054,CE-D-S-28.1m-N2_bin.138.purify_k141_258054_1326-2035
11205,CE-N-S-N1_bin.176.purify_k141_378694_5,candidate,CE-N-S-N1_bin.176.purify_k141_378694,CE-N-S-N1_bin.176.purify_k141_378694_1456-2451
11206,GMZ14-N1_bin.77.purify_k141_390968_2,candidate,GMZ14-N1_bin.77.purify_k141_390968,GMZ14-N1_bin.77.purify_k141_390968_1-1066
11207,NMC-S-4-N1_bin.30.purify_k141_114682_9,known_defense,NMC-S-4-N1_bin.30.purify_k141_114682,NMC-S-4-N1_bin.30.purify_k141_114682_7873-9314
11208,NMC-S-5-N1_bin.102.purify_k141_374804_4,candidate,NMC-S-5-N1_bin.102.purify_k141_374804,NMC-S-5-N1_bin.102.purify_k141_374804_1473-2268
11209,JC-20S-3-N1_bin.88.purify_k141_194175_7,known_defense,JC-20S-3-N1_bin.88.purify_k141_194175,JC-20S-3-N1_bin.88.purify_k141_194175_2082-3074
11209,QHH10-N1_bin.13.purify_k141_1071207_3,known_defense,QHH10-N1_bin.13.purify_k141_1071207,QHH10-N1_bin.13.purify_k141_1071207_748-1644
11209,YZYC-20S-1-N1_bin.89.purify_k141_171108_3,candidate,YZYC-20S-1-N1_bin.89.purify_k141_171108,YZYC-20S-1-N1_bin.89.purify_k141_171108_839-2089
11210,202104TB-W66-N1_bin.79.purify_k141_812024_3,known_defense,202104TB-W66-N1_bin.79.purify_k141_812024,202104TB-W66-N1_bin.79.purify_k141_812024_957-2058
11210,QHH10-N1_bin.226.purify_k141_142743_5,candidate,QHH10-N1_bin.226.purify_k141_142743,QHH10-N1_bin.226.purify_k141_142743_2109-3403
11211,202106QH-W16-N1_bin.107.purify_k141_1900165_4,candidate,202106QH-W16-N1_bin.107.purify_k141_1900165,202106QH-W16-N1_bin.107.purify_k141_1900165_731-1766
11211,QHH6-N1_bin.213.purify_k141_1078038_2,known_defense,QHH6-N1_bin.213.purify_k141_1078038,QHH6-N1_bin.213.purify_k141_1078038_496-1585
11212,TMRSD2-N1_bin.77.purify_k141_153762_1,candidate,TMRSD2-N1_bin.77.purify_k141_153762,TMRSD2-N1_bin.77.purify_k141_153762_1-1784
11213,YM-3-34.9m-N1_bin.139.purify_k141_1128446_6,known_defense,YM-3-34.9m-N1_bin.139.purify_k141_1128446,YM-3-34.9m-N1_bin.139.purify_k141_1128446_2871-4220
11214,BMC20S-N1-N1_bin.37.purify_k141_2091437_6,candidate,BMC20S-N1-N1_bin.37.purify_k141_2091437,BMC20S-N1-N1_bin.37.purify_k141_2091437_2485-3321
11214,YZYC-20S-2-N1_bin.117.purify_k141_1453046_5,candidate,YZYC-20S-2-N1_bin.117.purify_k141_1453046,YZYC-20S-2-N1_bin.117.purify_k141_1453046_1253-1915
11215,ZJ-S5-N1_bin.51.purify_k141_1784090_5,candidate,ZJ-S5-N1_bin.51.purify_k141_1784090,ZJ-S5-N1_bin.51.purify_k141_1784090_5628-7190
11216,NMC-S-4-N1_bin.33.purify_k141_663693_3,candidate,NMC-S-4-N1_bin.33.purify_k141_663693,NMC-S-4-N1_bin.33.purify_k141_663693_1047-2408
11217,202104TB-W22-N1_bin.36.purify_k141_1698606_4,candidate,202104TB-W22-N1_bin.36.purify_k141_1698606,202104TB-W22-N1_bin.36.purify_k141_1698606_2799-4872
11218,202104TB-W29-N1_bin.19.purify_k141_1462923_3,candidate,202104TB-W29-N1_bin.19.purify_k141_1462923,202104TB-W29-N1_bin.19.purify_k141_1462923_978-2170
11219,202104TB-W29-N1_bin.1.purify_k141_1793366_3,known_defense,202104TB-W29-N1_bin.1.purify_k141_1793366,202104TB-W29-N1_bin.1.purify_k141_1793366_622-1582
11220,202104TB-W40-N1_bin.70.purify_k141_877934_6,candidate,202104TB-W40-N1_bin.70.purify_k141_877934,202104TB-W40-N1_bin.70.purify_k141_877934_2653-3433
11221,202009TB-N11_bin.1.purify_k141_1668329_6,candidate,202009TB-N11_bin.1.purify_k141_1668329,202009TB-N11_bin.1.purify_k141_1668329_6109-6710
11221,202009TB-N12_bin.7.purify_k141_340506_3,known_defense,202009TB-N12_bin.7.purify_k141_340506,202009TB-N12_bin.7.purify_k141_340506_1051-1646
11221,202104TB-W32-N1_bin.72.purify_k141_1519830_8,candidate,202104TB-W32-N1_bin.72.purify_k141_1519830,202104TB-W32-N1_bin.72.purify_k141_1519830_7544-8145
11221,202104TB-W48-N1_bin.52.purify_k141_724663_6,candidate,202104TB-W48-N1_bin.52.purify_k141_724663,202104TB-W48-N1_bin.52.purify_k141_724663_4111-4709
11221,202104TB-W60-N1_bin.30.purify_k141_2260803_11,known_defense,202104TB-W60-N1_bin.30.purify_k141_2260803,202104TB-W60-N1_bin.30.purify_k141_2260803_3990-4588
11221,202104TB-W60-N1_bin.33.purify_k141_340651_2,known_defense,202104TB-W60-N1_bin.33.purify_k141_340651,202104TB-W60-N1_bin.33.purify_k141_340651_373-974
11221,202104TB-W70-N1_bin.155.purify_k141_786706_158,known_defense,202104TB-W70-N1_bin.155.purify_k141_786706,202104TB-W70-N1_bin.155.purify_k141_786706_157312-165933
11221,202106QH-W10-N1_bin.29.purify_k141_1267710_7,candidate,202106QH-W10-N1_bin.29.purify_k141_1267710,202106QH-W10-N1_bin.29.purify_k141_1267710_1844-2445
11221,202106QH-W11-N1_bin.32.purify_k141_251049_20,known_defense,202106QH-W11-N1_bin.32.purify_k141_251049,202106QH-W11-N1_bin.32.purify_k141_251049_12285-12904
11221,202106QH-W18-N1_bin.213.purify_k141_4438319_7,known_defense,202106QH-W18-N1_bin.213.purify_k141_4438319,202106QH-W18-N1_bin.213.purify_k141_4438319_3632-4233
11221,202106QH-W18-N1_bin.53.purify_k141_1369115_43,candidate,202106QH-W18-N1_bin.53.purify_k141_1369115,202106QH-W18-N1_bin.53.purify_k141_1369115_47915-49273
11221,202106QH-W19-N1_bin.220.purify_k141_1226490_9,candidate,202106QH-W19-N1_bin.220.purify_k141_1226490,202106QH-W19-N1_bin.220.purify_k141_1226490_8712-9313
11221,202106QH-W25-N1_bin.149.purify_k141_1499431_8,candidate,202106QH-W25-N1_bin.149.purify_k141_1499431,202106QH-W25-N1_bin.149.purify_k141_1499431_8862-9463
11221,202106QH-W25-N1_bin.189.purify_k141_1242368_2,known_defense,202106QH-W25-N1_bin.189.purify_k141_1242368,202106QH-W25-N1_bin.189.purify_k141_1242368_291-901
11221,202106QH-W27-N1_bin.167.purify_k141_380238_7,known_defense,202106QH-W27-N1_bin.167.purify_k141_380238,202106QH-W27-N1_bin.167.purify_k141_380238_6358-6968
11221,202106QH-W38-N1_bin.111.purify_k141_1507030_7,candidate,202106QH-W38-N1_bin.111.purify_k141_1507030,202106QH-W38-N1_bin.111.purify_k141_1507030_8072-8673
11221,202106QH-W7-N1_bin.109.purify_k141_889852_2,known_defense,202106QH-W7-N1_bin.109.purify_k141_889852,202106QH-W7-N1_bin.109.purify_k141_889852_272-882
11221,BGBMC-20S-1-N1_bin.133.purify_k141_903248_3,candidate,BGBMC-20S-1-N1_bin.133.purify_k141_903248,BGBMC-20S-1-N1_bin.133.purify_k141_903248_1671-2272
11221,BGBMC-20S-1-N1_bin.25.purify_k141_1296617_6,candidate,BGBMC-20S-1-N1_bin.25.purify_k141_1296617,BGBMC-20S-1-N1_bin.25.purify_k141_1296617_1754-2503
11221,BGBMC-20S-2-N1_bin.209.purify_k141_2557274_2,known_defense,BGBMC-20S-2-N1_bin.209.purify_k141_2557274,BGBMC-20S-2-N1_bin.209.purify_k141_2557274_1781-2382
11221,BMC20S-2-N1_bin.44.purify_k141_1494937_5,known_defense,BMC20S-2-N1_bin.44.purify_k141_1494937,BMC20S-2-N1_bin.44.purify_k141_1494937_6358-6959
11221,BMC20S-N1-N1_bin.175.purify_k141_92325_11,candidate,BMC20S-N1-N1_bin.175.purify_k141_92325,BMC20S-N1-N1_bin.175.purify_k141_92325_11839-12440
11221,CBL-3-N1_bin.4.purify_k141_1328976_3,candidate,CBL-3-N1_bin.4.purify_k141_1328976,CBL-3-N1_bin.4.purify_k141_1328976_3235-3836
11221,CBL-5-N1_bin.29.purify_k141_1443798_2,candidate,CBL-5-N1_bin.29.purify_k141_1443798,CBL-5-N1_bin.29.purify_k141_1443798_3-1188
11221,CE-20S-1-N1_bin.162.purify_k141_1062316_159,candidate,CE-20S-1-N1_bin.162.purify_k141_1062316,CE-20S-1-N1_bin.162.purify_k141_1062316_157119-165740
11221,CE-20S-2-N1_bin.132.purify_k141_140968_5,known_defense,CE-20S-2-N1_bin.132.purify_k141_140968,CE-20S-2-N1_bin.132.purify_k141_140968_2547-3779
11221,CE-B-S-2-N1_bin.109.purify_k141_2094_8,known_defense,CE-B-S-2-N1_bin.109.purify_k141_2094,CE-B-S-2-N1_bin.109.purify_k141_2094_4334-12955
11221,CE-D-S-N1_bin.43.purify_k141_1577092_16,candidate,CE-D-S-N1_bin.43.purify_k141_1577092,CE-D-S-N1_bin.43.purify_k141_1577092_9467-18088
11221,CE-D-S-N1_bin.94.purify_k141_1307964_4,candidate,CE-D-S-N1_bin.94.purify_k141_1307964,CE-D-S-N1_bin.94.purify_k141_1307964_1985-2586
11221,CE-N-S-N1_bin.29.purify_k141_757289_37,candidate,CE-N-S-N1_bin.29.purify_k141_757289,CE-N-S-N1_bin.29.purify_k141_757289_35576-44197
11221,CRC-20S-1-N1_bin.69.purify_k141_2298840_8,candidate,CRC-20S-1-N1_bin.69.purify_k141_2298840,CRC-20S-1-N1_bin.69.purify_k141_2298840_3207-3808
11221,JC-20S-1-N1_bin.122.purify_k141_413945_7,known_defense,JC-20S-1-N1_bin.122.purify_k141_413945,JC-20S-1-N1_bin.122.purify_k141_413945_4345-5332
11221,JC-20S-2-N1_bin.54.purify_k141_212819_43,candidate,JC-20S-2-N1_bin.54.purify_k141_212819,JC-20S-2-N1_bin.54.purify_k141_212819_42789-44147
11221,JC-20S-2-N1_bin.65.purify_k141_639185_7,known_defense,JC-20S-2-N1_bin.65.purify_k141_639185,JC-20S-2-N1_bin.65.purify_k141_639185_4344-5331
11221,JC-20S-3-N1_bin.88.purify_k141_372792_4,known_defense,JC-20S-3-N1_bin.88.purify_k141_372792,JC-20S-3-N1_bin.88.purify_k141_372792_2778-3765
11221,KMC-20S-1-N1_bin.155.purify_k141_3859485_3,candidate,KMC-20S-1-N1_bin.155.purify_k141_3859485,KMC-20S-1-N1_bin.155.purify_k141_3859485_484-1085
11221,KMC-20S-5-N1_bin.46.purify_k141_2039407_7,known_defense,KMC-20S-5-N1_bin.46.purify_k141_2039407,KMC-20S-5-N1_bin.46.purify_k141_2039407_6726-7192
11221,NMC-S-4-N1_bin.194.purify_k141_793714_7,candidate,NMC-S-4-N1_bin.194.purify_k141_793714,NMC-S-4-N1_bin.194.purify_k141_793714_7946-8562
11221,NMC-S-7-N1_bin.90.purify_k141_1070796_2,candidate,NMC-S-7-N1_bin.90.purify_k141_1070796,NMC-S-7-N1_bin.90.purify_k141_1070796_593-1194
11221,NMC-S-8-N1_bin.186.purify_k141_532039_8,candidate,NMC-S-8-N1_bin.186.purify_k141_532039,NMC-S-8-N1_bin.186.purify_k141_532039_7236-7852
11221,NMC-S-8-N1_bin.77.purify_k141_1043664_8,candidate,NMC-S-8-N1_bin.77.purify_k141_1043664,NMC-S-8-N1_bin.77.purify_k141_1043664_6434-7038
11221,PC-20S-1-N1_bin.108.purify_k141_887017_23,candidate,PC-20S-1-N1_bin.108.purify_k141_887017,PC-20S-1-N1_bin.108.purify_k141_887017_18000-18601
11221,NRPC-20S-1-N1_bin.68.purify_k141_699200_5,known_defense,NRPC-20S-1-N1_bin.68.purify_k141_699200,NRPC-20S-1-N1_bin.68.purify_k141_699200_1112-1674
11221,PC-20S-1-N1_bin.46.purify_k141_886212_9,candidate,PC-20S-1-N1_bin.46.purify_k141_886212,PC-20S-1-N1_bin.46.purify_k141_886212_10180-10781
11221,QHH10-N1_bin.111.purify_k141_261298_3,candidate,QHH10-N1_bin.111.purify_k141_261298,QHH10-N1_bin.111.purify_k141_261298_2324-2925
11221,QHH6-N1_bin.231.purify_k141_891780_26,candidate,QHH6-N1_bin.231.purify_k141_891780,QHH6-N1_bin.231.purify_k141_891780_27156-27757
11221,YZYC-20S-2-N1_bin.107.purify_k141_1645233_8,known_defense,YZYC-20S-2-N1_bin.107.purify_k141_1645233,YZYC-20S-2-N1_bin.107.purify_k141_1645233_4731-5332
11221,YZYC-20S-2-N1_bin.94.purify_k141_583330_9,candidate,YZYC-20S-2-N1_bin.94.purify_k141_583330,YZYC-20S-2-N1_bin.94.purify_k141_583330_5768-6384
11221,YZYC-20S-5-N1_bin.64.purify_k141_1966695_3,known_defense,YZYC-20S-5-N1_bin.64.purify_k141_1966695,YZYC-20S-5-N1_bin.64.purify_k141_1966695_1228-1832
11221,YZYC-20S-7-N1_bin.109.purify_k141_1415020_8,candidate,YZYC-20S-7-N1_bin.109.purify_k141_1415020,YZYC-20S-7-N1_bin.109.purify_k141_1415020_6583-7181
11221,YZYC-20S-7-N1_bin.117.purify_k141_352370_5,known_defense,YZYC-20S-7-N1_bin.117.purify_k141_352370,YZYC-20S-7-N1_bin.117.purify_k141_352370_2414-3015
11221,ZJ-S-N13.9m-N2_bin.97.purify_k141_1481829_4,candidate,ZJ-S-N13.9m-N2_bin.97.purify_k141_1481829,ZJ-S-N13.9m-N2_bin.97.purify_k141_1481829_3336-3937
11221,ZJ-S-N13.9m-N2_bin.87.purify_k141_1411116_4,candidate,ZJ-S-N13.9m-N2_bin.87.purify_k141_1411116,ZJ-S-N13.9m-N2_bin.87.purify_k141_1411116_1264-1871
11221,ZJZBSD-s05-2-N2_bin.59.purify_k141_47537_4,candidate,ZJZBSD-s05-2-N2_bin.59.purify_k141_47537,ZJZBSD-s05-2-N2_bin.59.purify_k141_47537_1587-2185
11222,202106QH-W19-N1_bin.261.purify_k141_3300653_1,candidate,202106QH-W19-N1_bin.261.purify_k141_3300653,202106QH-W19-N1_bin.261.purify_k141_3300653_2-797
11223,202106QH-W19-N1_bin.8.purify_k141_3091250_3,candidate,202106QH-W19-N1_bin.8.purify_k141_3091250,202106QH-W19-N1_bin.8.purify_k141_3091250_3090-6217
11224,202106QH-W16-N1_bin.107.purify_k141_1485513_2,known_defense,202106QH-W16-N1_bin.107.purify_k141_1485513,202106QH-W16-N1_bin.107.purify_k141_1485513_456-2061
11224,202106QH-W30-N1_bin.27.purify_k141_467588_3,candidate,202106QH-W30-N1_bin.27.purify_k141_467588,202106QH-W30-N1_bin.27.purify_k141_467588_394-2275
11225,202106QH-W37-N1_bin.29.purify_k141_979262_4,candidate,202106QH-W37-N1_bin.29.purify_k141_979262,202106QH-W37-N1_bin.29.purify_k141_979262_1145-2151
11226,BMC20S-2-N1_bin.110.purify_k141_712172_1,candidate,BMC20S-2-N1_bin.110.purify_k141_712172,BMC20S-2-N1_bin.110.purify_k141_712172_2-1969
11227,BMC20S-N1-N1_bin.187.purify_k141_459301_15,known_defense,BMC20S-N1-N1_bin.187.purify_k141_459301,BMC20S-N1-N1_bin.187.purify_k141_459301_13940-16014
11228,CE-20S-1-N1_bin.67.purify_k141_46289_9,known_defense,CE-20S-1-N1_bin.67.purify_k141_46289,CE-20S-1-N1_bin.67.purify_k141_46289_7910-9809
11229,DQZB-s2-N1_bin.18.purify_k141_2663459_3,candidate,DQZB-s2-N1_bin.18.purify_k141_2663459,DQZB-s2-N1_bin.18.purify_k141_2663459_720-2284
11230,KMC-20S-2-N1_bin.74.purify_k141_1112714_1,candidate,KMC-20S-2-N1_bin.74.purify_k141_1112714,KMC-20S-2-N1_bin.74.purify_k141_1112714_3-1205
11231,LLSD-10-N1_bin.42.purify_k141_178646_1,candidate,LLSD-10-N1_bin.42.purify_k141_178646,LLSD-10-N1_bin.42.purify_k141_178646_1-649
11232,NMC-S-7-N1_bin.127.purify_k141_1290849_4,candidate,NMC-S-7-N1_bin.127.purify_k141_1290849,NMC-S-7-N1_bin.127.purify_k141_1290849_1089-2160
11233,NMC-S-8-N1_bin.62.purify_k141_529411_1,candidate,NMC-S-8-N1_bin.62.purify_k141_529411,NMC-S-8-N1_bin.62.purify_k141_529411_2-1809
11234,NRPC-20S-1-N1_bin.12.purify_k141_1351963_1,known_defense,NRPC-20S-1-N1_bin.12.purify_k141_1351963,NRPC-20S-1-N1_bin.12.purify_k141_1351963_1-1982
11235,PC-20S-3-N1_bin.58.purify_k141_1689728_4,candidate,PC-20S-3-N1_bin.58.purify_k141_1689728,PC-20S-3-N1_bin.58.purify_k141_1689728_1680-3408
11236,QHH10-N1_bin.7.purify_k141_1282089_5,candidate,QHH10-N1_bin.7.purify_k141_1282089,QHH10-N1_bin.7.purify_k141_1282089_2066-2795
11237,QHH8-N1_bin.95.purify_k141_882257_1,candidate,QHH8-N1_bin.95.purify_k141_882257,QHH8-N1_bin.95.purify_k141_882257_2-1159
11238,SG1-N1_bin.17.purify_k141_1598174_4,candidate,SG1-N1_bin.17.purify_k141_1598174,SG1-N1_bin.17.purify_k141_1598174_1208-2194
11239,YM-3-34.9m-N1_bin.213.purify_k141_1275140_3,known_defense,YM-3-34.9m-N1_bin.213.purify_k141_1275140,YM-3-34.9m-N1_bin.213.purify_k141_1275140_1923-5186
11240,YBJSD-S-3-N1_bin.80.purify_k141_458087_4,candidate,YBJSD-S-3-N1_bin.80.purify_k141_458087,YBJSD-S-3-N1_bin.80.purify_k141_458087_1949-2598
11240,YZYC-20S-1-N1_bin.39.purify_k141_1623390_3,candidate,YZYC-20S-1-N1_bin.39.purify_k141_1623390,YZYC-20S-1-N1_bin.39.purify_k141_1623390_1690-2928
11241,YZYC-20S-5-N1_bin.21.purify_k141_1197503_1,candidate,YZYC-20S-5-N1_bin.21.purify_k141_1197503,YZYC-20S-5-N1_bin.21.purify_k141_1197503_2-1866
11242,YZYC-20S-7-N1_bin.104.purify_k141_118294_1,candidate,YZYC-20S-7-N1_bin.104.purify_k141_118294,YZYC-20S-7-N1_bin.104.purify_k141_118294_3-3418
11243,YZYC-20S-7-N1_bin.8.purify_k141_454307_2,known_defense,YZYC-20S-7-N1_bin.8.purify_k141_454307,YZYC-20S-7-N1_bin.8.purify_k141_454307_2-581
11244,202104TB-W30-N2_bin.23.purify_k141_400503_3,candidate,202104TB-W30-N2_bin.23.purify_k141_400503,202104TB-W30-N2_bin.23.purify_k141_400503_1395-2072
11244,202106QH-W18-N1_bin.243.purify_k141_567292_8,candidate,202106QH-W18-N1_bin.243.purify_k141_567292,202106QH-W18-N1_bin.243.purify_k141_567292_4800-5446
11244,202106QH-W24-N1_bin.45.purify_k141_2198965_5,known_defense,202106QH-W24-N1_bin.45.purify_k141_2198965,202106QH-W24-N1_bin.45.purify_k141_2198965_3076-3759
11244,CN-B-S-N1_bin.23.purify_k141_2903644_7,candidate,CN-B-S-N1_bin.23.purify_k141_2903644,CN-B-S-N1_bin.23.purify_k141_2903644_4985-6268
11244,ZJ-S-05.4m-N1_bin.15.purify_k141_477436_6,known_defense,ZJ-S-05.4m-N1_bin.15.purify_k141_477436,ZJ-S-05.4m-N1_bin.15.purify_k141_477436_3527-8698
11245,ZJ-S-N13.9m-N2_bin.93.purify_k141_1858166_1,known_defense,ZJ-S-N13.9m-N2_bin.93.purify_k141_1858166,ZJ-S-N13.9m-N2_bin.93.purify_k141_1858166_44-1052
11246,202104TB-W37-N1_bin.136.purify_k141_684472_1,candidate,202104TB-W37-N1_bin.136.purify_k141_684472,202104TB-W37-N1_bin.136.purify_k141_684472_15-1059
11247,202104TB-W58-N1_bin.35.purify_k141_162854_6,candidate,202104TB-W58-N1_bin.35.purify_k141_162854,202104TB-W58-N1_bin.35.purify_k141_162854_3938-4669
11248,202104TB-W71-N1_bin.197.purify_k141_1524042_4,known_defense,202104TB-W71-N1_bin.197.purify_k141_1524042,202104TB-W71-N1_bin.197.purify_k141_1524042_1016-2714
11249,202106QH-W18-N1_bin.205.purify_k141_672056_6,candidate,202106QH-W18-N1_bin.205.purify_k141_672056,202106QH-W18-N1_bin.205.purify_k141_672056_3082-4143
11250,202009TB-N8_bin.179.purify_k141_495420_6,candidate,202009TB-N8_bin.179.purify_k141_495420,202009TB-N8_bin.179.purify_k141_495420_3584-4489
11250,202106QH-W18-N1_bin.417.purify_k141_3209182_6,candidate,202106QH-W18-N1_bin.417.purify_k141_3209182,202106QH-W18-N1_bin.417.purify_k141_3209182_4676-6096
11250,202106QH-W27-N1_bin.288.purify_k141_3137805_2,known_defense,202106QH-W27-N1_bin.288.purify_k141_3137805,202106QH-W27-N1_bin.288.purify_k141_3137805_3-433
11251,202106QH-W19-N1_bin.306.purify_k141_1815778_14,candidate,202106QH-W19-N1_bin.306.purify_k141_1815778,202106QH-W19-N1_bin.306.purify_k141_1815778_10061-11161
11252,202106QH-W12-N1_bin.13.purify_k141_1259813_2,known_defense,202106QH-W12-N1_bin.13.purify_k141_1259813,202106QH-W12-N1_bin.13.purify_k141_1259813_414-1582
11252,202106QH-W19-N1_bin.37.purify_k141_2477459_5,candidate,202106QH-W19-N1_bin.37.purify_k141_2477459,202106QH-W19-N1_bin.37.purify_k141_2477459_9089-10715
11252,GMZ13-N1_bin.2.purify_k141_991958_2,known_defense,GMZ13-N1_bin.2.purify_k141_991958,GMZ13-N1_bin.2.purify_k141_991958_3-1607
11253,202106QH-W27-N1_bin.211.purify_k141_2400937_2,known_defense,202106QH-W27-N1_bin.211.purify_k141_2400937,202106QH-W27-N1_bin.211.purify_k141_2400937_784-1534
11254,202106QH-W33-N1_bin.55.purify_k141_1172924_2,known_defense,202106QH-W33-N1_bin.55.purify_k141_1172924,202106QH-W33-N1_bin.55.purify_k141_1172924_2-1359
11255,202106QH-W37-N1_bin.37.purify_k141_1341382_8,candidate,202106QH-W37-N1_bin.37.purify_k141_1341382,202106QH-W37-N1_bin.37.purify_k141_1341382_6263-7260
11255,CE-20S-2-N1_bin.78.purify_k141_1546543_3,known_defense,CE-20S-2-N1_bin.78.purify_k141_1546543,CE-20S-2-N1_bin.78.purify_k141_1546543_1-1449
11255,NMC-S-5-N1_bin.30.purify_k141_2130940_3,candidate,NMC-S-5-N1_bin.30.purify_k141_2130940,NMC-S-5-N1_bin.30.purify_k141_2130940_1850-3126
